catalogNumber,recordedBy,occurrenceID,state,studySiteID
f089e30b-8913-4b7c-8b11-155b2460cf33,Bulk Import,fc9ed1a6-2951-410d-834d-6d5094d1a8cd,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
e1b99c68-853f-40e5-8fe7-def901267c0c,Bulk Import,2b15390d-3cb5-4e96-805c-fe2ce58471b6,approved,1e709890-da4b-4162-9698-1d23d25bedaf
aa2ded81-2914-470c-98b4-6d8a28643c49,Bulk Import,047439d9-a742-493e-bed0-8599c5e4ee2f,approved,eb585b44-d5e0-4f58-abe4-a29ffe340db7
834d77ad-e544-4a04-b12c-ae9004541055,Bulk Import,0eaf50db-3ade-4a6e-963e-ba37dca934cf,approved,86257bb8-cf98-4b34-9ba2-dbebe9438ed4
11cabf54-004c-4d6a-afb4-e06c660f549d,Bulk Import,1ec8d897-e91e-45fd-b0ce-607c8acf5694,approved,50d22897-e9c1-4151-8da9-da3d5b487471
97c8b9c9-df96-495a-8ee3-1b97cf129df7,Bulk Import,687dfb52-5da9-45d5-aa8a-1dc1d3ab09b2,approved,1e709890-da4b-4162-9698-1d23d25bedaf
04005c96-06b9-4bb4-a192-4d9ef52b60db,Bulk Import,40d62e03-b4fb-4bb5-b468-41c077dfa07a,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
53bc446a-151a-4d39-9918-b32118a29de3,Bulk Import,04119104-3286-46c7-92ff-e3dacdfa451f,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
ddd98bf8-05d2-4004-955d-ca6d147a1685,Bulk Import,be601201-9cd6-442a-97ef-68674a4bd4e6,approved,50d22897-e9c1-4151-8da9-da3d5b487471
ff1e1b25-5596-48b0-b162-9283c4f0f2c6,Bulk Import,640b3ba3-97f5-47cb-a344-ed18573c9520,approved,1e709890-da4b-4162-9698-1d23d25bedaf
c335c98b-86e8-4efd-b46f-22e3a8c6f3bc,Bulk Import,266ac3cb-85f5-473b-b3d1-dc73f09f05d5,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
ef25b8b7-28b9-4bcf-a1aa-8589f30a3bb5,Bulk Import,6b59d894-b136-4d51-8591-34cb56d246e2,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
f7251812-5118-41b9-9fa6-f678ab9ca74a,Bulk Import,ea249665-debc-4e76-b677-45122d2f6aab,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
1a726a08-e715-435f-aed4-37cd9c181429,Bulk Import,f8ad76a6-1d62-4631-b558-121a855386c3,approved,10bb8da1-effc-4ca6-8069-15893f5a58b9
cac7d707-392e-4298-8c26-9881de4e884c,Bulk Import,073d60ff-7f32-4ba9-987e-40bee7b8bcee,approved,111917de-f97f-498d-b34e-f65a8f145a7b
bd2513a0-3932-48bc-ac7b-5fbdb0ca082b,Bulk Import,1b4724f5-9784-408d-a613-5b967defd006,approved,613d39c3-09e1-4032-ae24-a127fab07afd
a91e1335-14f9-4c21-a420-315f9aaa3f61,Bulk Import,90d7c31f-f201-4319-89bf-0637e3911c85,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
85da952e-a8b3-4dde-8321-6b4ff35f65d4,Bulk Import,f89d3d9c-5f48-48f2-9f5a-708e8e82378c,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
14dd0381-2f23-457c-a481-7058d22fb379,Bulk Import,a6f4dd2e-030b-4466-a5b7-cda674c3de15,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
10866752-057a-4260-b088-288f097b9a61,Bulk Import,a0615172-7778-493a-927b-f7778acd2816,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
35d063c4-ce61-43d7-b565-d779fdc60fc2,Bulk Import,2ef19d74-c668-421a-af13-5a8fe73a9913,approved,3b57bf47-75da-4db3-821f-dc634c1cd276
098844ac-7894-4350-b982-8464884fef8f,Bulk Import,8ed01873-c1f0-4b98-9cd7-afac599c62e8,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
2ab97d95-2488-4b95-94a8-fa33f7f52d9c,Bulk Import,4b701bea-d262-492c-b1f2-fbe86accddc3,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
b7ebbf18-4f22-4588-95c1-830c612a081a,Bulk Import,a1cd44d2-37ca-40eb-91a3-d078b6873ccf,approved,3b57bf47-75da-4db3-821f-dc634c1cd276
6a1b6fd2-0aaf-4d4f-837a-6bdc309d531b,Bulk Import,231e9886-4014-47ff-a96d-278a86331e71,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
4f736350-82ff-4da1-b215-49b0cb8dae1f,Bulk Import,7104356d-9849-4611-b284-8d2fbd09c564,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
7aa6e041-41d6-4088-9f3a-9b0deb7c683f,Bulk Import,d8feaee9-aea5-4dea-96fa-a21d01762f44,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
0c9c20b4-0803-4549-8073-585b3ce39f02,Bulk Import,dca689bf-3bd6-40d8-ab32-cc1ee79dc4d3,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
fa75b879-156d-43ab-a17d-c0a2f990b6b5,Bulk Import,e2b33591-58c7-4d48-b1fe-5d13f6d12bff,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
63eb3c55-97fb-4a2a-a25b-c236476b2a47,Bulk Import,eb2e3034-bb82-453d-973a-d3c0a5ef836c,approved,30b1a3aa-169a-4865-9256-4c00ef5153cc
2d5a15a6-5759-468e-9e23-bf5552ca8a4f,Bulk Import,b3d6223f-f2fc-4600-b527-25d3971f682e,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
1bd960c7-1cbb-4bc5-a6d1-37a6f3896d92,Bulk Import,62c204a7-76f8-460a-b312-ba110afc7968,approved,ce8c87af-2f41-45b1-90c9-249859b88451
0c1ee400-5993-4f44-abb8-1d7bcdaf4b5c,Bulk Import,2c6b2937-bdec-47e9-976a-5366bae25011,approved,30b1a3aa-169a-4865-9256-4c00ef5153cc
87a9303f-8fab-4b83-85c9-76378dd2a8f3,Bulk Import,8fb95b8c-3a56-48d0-8dd2-d54ed4ce8971,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
272fa0a8-84ae-4f45-a781-61f601dd79e7,Bulk Import,2ce9561a-b66e-42af-9ddf-537aa05057ea,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
6f94bc24-1ba5-409a-acc7-bd4dde5f2c21,Bulk Import,c2351f16-724c-4655-b8c6-6e28381ff416,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
3cf08477-19e6-4c5c-a638-f4a89adf46df,Bulk Import,510b15a8-eb05-4569-9b0a-2ab627cdce18,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
1c9497e9-4b65-4067-ade2-91aa5efa4d4f,Bulk Import,13341857-09c0-4edf-9589-7bcdcf10da4e,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
6015a9f2-687c-4d27-8653-160d60f7754e,Bulk Import,fa8a1eae-10cc-43f7-bb86-50d8dd809348,approved,30b1a3aa-169a-4865-9256-4c00ef5153cc
745728f9-858b-4a56-8f3b-9291234c45d4,Bulk Import,8cded54a-de6c-490d-86fb-6762dfd5e621,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
7af7d31a-3ddf-4ff0-9ff6-61c3c4f1fac6,Bulk Import,e2fad3bb-356e-4922-964b-324c214c97bb,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
2113e7bf-44d9-4eb2-b6ec-bc82b46a8ab6,Bulk Import,f8b63d28-52d9-462c-8a71-16d58b6e8db1,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
8eeeecd4-4344-4992-86a1-5fb23f1c84ff,Bulk Import,848c78ca-ea31-4911-abd0-e52d6ab0f0b4,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
f78dc0e0-00c1-478e-8362-cecf19a6771a,Bulk Import,713ce9c4-dd40-42f4-a423-6b4999af8244,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
cdf229d0-e59e-4b68-a6c5-45972b6f4947,Bulk Import,03e15637-e7db-4396-ba63-6062897ffb97,approved,111917de-f97f-498d-b34e-f65a8f145a7b
83898e0d-db84-4542-97a5-0f2899372974,Bulk Import,cb11cb58-aa0e-4c60-86a2-62507da3bcd5,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
f7127e58-ff67-494a-87a6-298026182ccc,Bulk Import,65b8f5ce-6a63-4224-8305-0280b1a57c25,approved,2af063d5-83e4-4518-bf3f-bf9cc3d0c2f7
ec657aa6-45b3-4201-9729-430b1aa1b82f,Bulk Import,d7cc3087-47d8-4494-b0ef-6092b2865c75,approved,10bb8da1-effc-4ca6-8069-15893f5a58b9
2e5a6ac6-95aa-46e3-961e-fd7e128bcbca,Bulk Import,5050e7fe-4850-4d8a-985a-eaecbf9c61b9,approved,30b1a3aa-169a-4865-9256-4c00ef5153cc
b0b13872-ce18-40d8-8d50-ccf276cb19ff,Bulk Import,2735a9c6-fab2-461d-a740-f734732fc9fa,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
0f8d9e02-b14b-4c1f-89e1-a4221a488ca1,Bulk Import,4ae46684-42af-4f87-8e4b-d08ad2b9e832,approved,2695e0d6-2bbb-407a-babd-3bb919a52e1a
2ae680db-eb6f-4886-ab74-d4d2d1db80aa,Bulk Import,f91f7fd1-276f-4cc4-862f-04736c66e15c,approved,30b1a3aa-169a-4865-9256-4c00ef5153cc
2292b4fe-10fe-485e-964d-d66bde330cb3,Bulk Import,d0c931e9-50cf-4352-887c-a1cb3d72b3d8,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
9a71a564-8a05-4ab1-a56f-a55a95250904,Bulk Import,6c718162-5866-42fd-bb90-233e29737785,approved,e2b51550-2037-4e92-8e80-a3a1e3afc460
72a30c7a-c4af-4fc4-ac95-40af9e70ff47,Bulk Import,91a37e5e-b5f8-4b1a-bfd4-5f3d7fffb230,approved,edbbb939-0217-4228-9524-bb4aa00a167e
5f7168ea-7298-4a79-8ad9-00c8e3aa6c2e,Bulk Import,affb55e5-dff2-421d-a168-4015bf8c03e5,approved,edbbb939-0217-4228-9524-bb4aa00a167e
8b558563-0c0d-4736-8a11-c9f5609a43ad,Bulk Import,f1ce3a19-bc6d-4bde-855e-37a45c7cc7bd,approved,b9734391-3217-496a-9d98-c67655767143
e2bda6b5-dab0-493d-907c-f9679e435b5b,Bulk Import,ea7d2665-2cb4-47f2-910f-f5aaf3caf7b5,approved,77269056-499e-420a-bcba-4bed5518a410
2d36fd35-686c-4b1f-993f-96d9936cd91f,Bulk Import,c36fe15a-fc1f-4374-861e-78ef378db678,approved,3e785d1c-1296-4100-850e-13b953d23bca
9362093f-f27e-4885-8aa9-5cc13105b61e,Bulk Import,9e270254-13d6-4599-8d5e-3b689a71de3d,approved,29aa9d94-afd4-4de9-86e0-f576edae2b53
f5bb9af7-7846-433a-b92e-6a8093c489a5,Bulk Import,2ec39a42-5a46-4bf8-8757-8fea7f5cdf07,approved,994217b9-7b29-4268-b259-43876600b5df
57c5e0cd-9d23-4478-9609-5ed1b1aba0e3,Bulk Import,8886f0e5-b968-411e-9605-942d9f9fe097,approved,994217b9-7b29-4268-b259-43876600b5df
c4c44e1f-2d0b-43ce-954d-8227c56af4b3,Bulk Import,4684cdf4-0a95-4bbd-8fde-34b187d6b021,approved,fc1bf3c0-5931-42e8-a06a-cad37375207a
bb886cd9-7544-4204-be87-7b08301d6f7d,Bulk Import,047f35ac-c464-4afa-8ef9-bfd3a2d490ff,approved,4bc9b7aa-1a40-4b68-8167-40c5d4e17d40
a9de540f-2c8c-4fa8-a75c-34969d71cb8e,Bulk Import,8cbdcc47-ed87-4796-ae92-8c778565ce4c,approved,382267b7-b5c6-4576-9288-674099bda2d4
7c63dc1b-a589-41e8-b862-f248d66cd790,Bulk Import,18ebeb48-3c72-4bfd-88e4-022776df15ee,approved,33fffa5f-80fc-4e56-ad71-a8e05094404b
c20fda94-6d52-423b-bf09-d0d9fee28cca,Bulk Import,918c02b1-4a60-4639-afb6-2a69ef1e82d2,approved,f2f74335-50fa-465d-907a-914722c241bd
8902f3f9-d13b-44db-ae46-952d4b89d3a1,Bulk Import,525dd325-d9ec-4487-9c62-da364b87f213,approved,694e1a48-d8d3-4e1d-aa08-1d0f30e17893
3c848177-ac72-48df-8464-0539338faaa0,Bulk Import,NA,approved,0d4aa1ba-cf40-4048-bc38-c06640cbe18b
bb8d1e7c-ba7e-4372-81e2-f91bb5c3db9d,Bulk Import,56cb01a2-2f5d-4e10-ae27-7b5eb76d45ba,approved,f2f74335-50fa-465d-907a-914722c241bd
8ce9ad06-54a1-43a5-b770-57e855e74b77,Bulk Import,314617da-52d4-4368-8a54-537e3414ea53,approved,9c3b938e-366a-4307-b8b8-412aa295bad9
325d3673-21e1-4357-8e2a-1a1e0a41893d,Bulk Import,2b388ee8-b347-4010-9cdc-93776c4309a9,approved,f2694e31-12d2-453c-90fe-29c396244e33
19e2a97f-3bb0-41db-8723-9cd08d363cd6,Bulk Import,c93489fc-3ea8-48a9-bc2f-70461edf1d71,approved,a0f6d663-43ed-4fb2-9e2b-cdca99819f76
8d5f9937-7dcd-4669-957c-2117307841a8,Bulk Import,726e4c97-d310-4d6f-b2f2-fe5f0636dee5,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
5a4f6b71-4574-4da9-839b-074a096767b7,Bulk Import,c72d98de-d3ae-44b3-8957-48b825613c2b,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
3bf826a2-39cd-4380-9018-fdc74dddd5c9,Bulk Import,5966b15c-d04f-4bc7-8289-222cdf4cd803,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
d40e5244-759b-4584-820d-1939a1cea0fb,Bulk Import,02821199-2c87-421e-aea0-71de38de5ad2,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
f554a8f5-e858-4cac-b7de-b6fefe0190d6,Bulk Import,c46b2e05-f4b6-4d59-88d2-aba9c1f39562,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
fb3d0e42-44cf-4a6d-beed-17a683268127,Bulk Import,85b5bc27-4292-48e1-b052-8078bee22840,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
cf721a0e-4f86-4edd-8bdf-420b345d8a04,Bulk Import,737ed869-9a66-4fc0-b3f6-cdfa62cd201f,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
d8c8dcb7-866f-4028-9dd0-0dc95b5b17f8,Bulk Import,ae82e4e1-ac2e-491a-9d3c-0084cd47a56c,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
318fec69-94d8-464f-a9e1-beb711c0df2e,Bulk Import,f77f0f3e-b295-4da6-8db2-1104592e5d40,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
70024dbf-e967-40ae-8641-a44121ea3c24,Bulk Import,edab24c8-ad3d-4cbc-ae56-e23327a54d72,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
c3f982f8-1552-4008-8402-6b100e77f513,Bulk Import,73fefc31-7fca-43be-a1f4-8ffa2c748066,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
1407e1c1-1314-4a86-ae67-50fa7dc68437,Bulk Import,10001132-e1fc-4be0-826f-82f785974efd,approved,05ca88dd-c4c8-4d4a-a405-9f4615a33e02
4477c253-4e08-43de-9a36-3f87c801714f,Bulk Import,30c7e063-b324-4a88-b7d2-ec6dd1f90631,approved,9ac99722-600c-494f-8f5d-2f26bdbf890a
02483d3e-f12d-4246-b8f6-179385c9fa2b,Bulk Import,7bb51e98-ceae-4f78-9c4f-0f2730963334,approved,9ac99722-600c-494f-8f5d-2f26bdbf890a
70a5cf06-729f-403f-886f-22aac697adc0,Bulk Import,c58034e7-82ce-445e-88a5-7edc34d62f61,approved,5bcdee47-e724-44f1-88b8-404d1fb176fb
45a103bb-3c5c-4a44-bb15-a38dfcf0be0c,Bulk Import,91586ed7-b60a-42f1-bfa0-9541f437ee2d,approved,5bcdee47-e724-44f1-88b8-404d1fb176fb
b39e8325-3fb7-43d4-8d5c-40b772f49dfa,Bulk Import,ba4d34bb-f2e8-4987-ac64-c7c07d0fb4e0,approved,5bcdee47-e724-44f1-88b8-404d1fb176fb
e9a96788-b14b-4e85-ab1f-73ea88ceed24,Bulk Import,bf63fb1d-6c7d-4c87-8c02-80f59c936c53,approved,4fa8ba5b-53af-4f93-ab17-67afcac748a7
de0aa1d3-8c96-4325-a6ca-463ba8a8a4d4,Bulk Import,08d885e2-fd66-43d5-8c21-b14bf91665fd,approved,4fa8ba5b-53af-4f93-ab17-67afcac748a7
dba431ea-e328-4014-8889-f647c49967ad,Bulk Import,0557b376-3001-4296-8ba8-01d388f905ee,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
f272557f-3d03-49a2-b463-e0cef952bc04,Bulk Import,0b1d9918-7b4a-457c-a732-6f2ac212d313,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
0531bf65-83f1-46b9-b556-b955d5dbd2de,Bulk Import,bf588bde-1d6e-4be3-a2f7-4621329ae61f,approved,47fd31c9-deb8-4143-8a8a-cc871972c96b
fa508f0e-69fb-41f7-8990-4f31496fc2e5,Bulk Import,c69ab137-b6b6-4229-8a1e-86dd898fd94f,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
69aaa036-04b3-447b-8c60-638e3c688574,Bulk Import,e547f108-294f-413f-bad2-e029d8e7daa0,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
3c7410f6-e29a-4cb6-a654-3c82bd713df7,Bulk Import,19b96a2f-b184-44f5-a2f8-ac343d14975e,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
74e6e022-3477-4451-8607-043f3c363a79,Bulk Import,918c02b1-4a60-4639-afb6-2a69ef1e82d2,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
bc436566-5722-4880-8310-d8bb8a82ee33,Bulk Import,df26883c-93c5-4a83-93e5-ce6b5a3ff82b,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
7a7fa858-1d19-4785-9e75-10a58e6d0bc2,Bulk Import,54e8d442-9c6b-4e7e-9d1d-3f0636739ebe,approved,f5685b4b-815d-46af-820c-ae1ddf6aa2a3
756bfe38-d4cf-4deb-9855-9c6aa56ed161,Bulk Import,2caf9005-18a2-44cb-9a53-0fbb886b6bda,approved,4fa8ba5b-53af-4f93-ab17-67afcac748a7
d0d15c07-b1ca-4305-9445-72d4d5103acd,Bulk Import,97e6024e-f49d-47d6-b03d-e6583918e258,approved,cdd1cfa1-3615-400c-9c97-3c30f5e13772
377e5032-33d0-4e74-8a79-ffacf80d2254,Bulk Import,88003083-c826-4411-8d57-cf541deba6f5,approved,062441e4-8d77-4533-86ee-fc7dc2bc642a
8310341f-e785-4c63-9d21-bd027b4f254f,Bulk Import,b12b5cd9-d807-4725-8c62-080ccb4d0df9,approved,71c355e0-bf5d-4bb8-bb49-b943c26a4770
de549008-ca37-453a-bd23-fbcf6b2c6888,Bulk Import,68fe86cb-6e53-4883-a8d4-dbb6d7cfd8be,approved,71c355e0-bf5d-4bb8-bb49-b943c26a4770
ff2c835b-a419-4dcb-9fb9-f793c06c36e0,Bulk Import,84fd0b04-0ea0-4017-9cfd-2f743f474533,approved,062441e4-8d77-4533-86ee-fc7dc2bc642a
795f36f2-abb2-4ee3-8ac4-3d73e6aa2db5,Bulk Import,3b956968-743c-404b-9be6-80f7e7881549,approved,c69e2546-ff74-4a89-821e-cd614e5fe97c
b4574bb5-5726-4ed9-bf34-8e15f31d4a44,Bulk Import,5bb71df4-b24b-4db3-8469-1a77c95f5055,approved,c69e2546-ff74-4a89-821e-cd614e5fe97c
fed39360-25fe-4364-9cf2-27f346cede04,Bulk Import,860832b8-b457-418f-b85e-084bea6a4f1c,approved,71c355e0-bf5d-4bb8-bb49-b943c26a4770
5dc7081d-da1f-4b3d-9106-c789b7054a8f,Bulk Import,09011ffd-6890-41b2-9dd9-2f2d0aee45de,approved,9d75fce6-2bbe-4c48-9d91-886c99dce89d
efe1bed3-6729-4be9-9d58-26ff8e52a873,Bulk Import,40e9b408-e099-416b-8cb6-eec013d72c1b,approved,062441e4-8d77-4533-86ee-fc7dc2bc642a
824011c5-2a96-449b-b220-4f47ad32461c,Bulk Import,67f28480-a998-441b-8aab-e4bb0ad3991b,approved,9d75fce6-2bbe-4c48-9d91-886c99dce89d
945e82f9-ce64-41ba-bd8c-8f207074218f,Bulk Import,17a0d256-a81a-4e35-a336-20e9038b8454,approved,b569362d-83fc-4e02-b3b8-2acba102b85e
0b4f6afe-c562-41a0-b8f2-a753046aeb3c,Bulk Import,a0eabb73-e2c2-47ee-b98e-17ef02adba07,approved,04c51b24-9b76-4605-80e5-4a510a6afc50
be32087c-aee2-4c2f-b351-1a691bdc9170,Bulk Import,20b8f54a-09aa-4c7c-848f-8ac4def4d6fb,approved,4d8b54bc-a44a-4dd2-a247-3152786b8a8f
f72d25bb-99d3-48df-9d10-d0590c6df449,Bulk Import,1b0cdd65-29cf-4f4f-9bb2-7af0465fe154,approved,1c04fea1-1e9b-4301-b0fb-be1df568ba6a
3439806b-c6db-4145-9385-6e52aac22365,Bulk Import,23f39b08-f7ea-423c-b73e-82d64b3220e2,approved,45b82897-8c53-455d-b04c-58b91c22fd44
a3db9719-310c-40e6-9e24-de03905af163,Bulk Import,0bea60d2-ebd6-4920-b656-5b69cc980ec0,approved,5b8d1d72-ec80-4a64-9dfd-8da7407346d3
a183ea9e-ade5-4da7-977f-a46c98160f7b,Bulk Import,a3af475a-787a-4a02-9ca6-82d998a53875,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
66a51bad-9721-4c8c-a35c-0ce2cdfa208e,Bulk Import,6d71596d-4c93-4d56-9f7d-2f6b376fbfc1,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
7e278d2e-59b1-4a91-965a-d5ce7bcf03ac,Bulk Import,06434e88-8472-4c9d-b80a-53b5a399aaf1,approved,14df458f-c50e-49bc-b5e3-92ea5741f049
ee4d9139-ba2c-4e17-a42d-92a708d5074c,Bulk Import,582c3a3f-5ac1-4b2d-8b84-f1eb1d60fac0,approved,14df458f-c50e-49bc-b5e3-92ea5741f049
5294acb7-57a1-4f49-9f51-091d8c325811,Bulk Import,2e92e00b-4ce9-4edd-ac35-d696ae52b659,approved,14df458f-c50e-49bc-b5e3-92ea5741f049
f311a6a9-3fa1-49b2-9b80-5413f193a461,Bulk Import,04b8a44b-5a94-4a69-8121-97bda0d7081c,approved,14df458f-c50e-49bc-b5e3-92ea5741f049
c724eb79-bc3d-4205-88d0-c0751897644f,Bulk Import,b364c8eb-e11f-4983-a121-e70179294bbc,approved,94c0bede-20e5-41fb-9719-669e733fef9e
f3a98b19-7c24-4dfe-a392-c2c985bbf9eb,Bulk Import,5ef34711-a02b-4f68-8e42-25e0bc8d5a6f,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
141f9a25-a0d2-433c-b153-aa6855d09697,Bulk Import,5fe30b19-16e6-4765-9137-736f0e176c60,approved,f6a2f7fa-d04f-4526-b806-7e9bcd27ef28
51b314df-2e07-4a1f-ac5e-b9702e12d16d,Bulk Import,bc32bc46-48ce-44cd-9a64-aaad31302ca7,approved,9673c185-32e2-4d17-bb01-a5f83641246f
48aac7e6-fa63-4443-ae48-346c5f5465b6,Bulk Import,5dd6d001-67da-4ddc-98ea-563da97683f7,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
87e3908e-e29a-493f-bee0-4d8790cdf6ae,Bulk Import,355cc7b3-d341-42e7-9823-bb678192df5e,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
7cf040e0-42ea-46e1-afaf-92df7d8f7d47,Bulk Import,418efb9c-43b7-4645-a2fe-7b04202f695e,approved,14df458f-c50e-49bc-b5e3-92ea5741f049
89385ed5-e3f1-431f-9edb-7aedf3f60609,Bulk Import,39ace3f9-5076-4ad1-90e6-28c1d3067638,approved,94c0bede-20e5-41fb-9719-669e733fef9e
1fb5cdc7-7796-40d0-bf0e-a548e8fb0109,Bulk Import,5fa92f9e-74f6-48cb-8d89-1389c60236f0,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
6c232ab0-d802-43bc-af1e-eaaeeafe2ed1,Bulk Import,2d2f9ddb-10ab-42d8-8e66-8004429ee4ef,approved,14df458f-c50e-49bc-b5e3-92ea5741f049
